,open,high,low,close,volume,sma_20,ema_20,wma_20,macd,signal,hist,rsi_14,stoch_k,stoch_d,bb_mid,bb_upper,bb_lower,atr_14,plus_di,minus_di,adx,cci_20,obv,mfi_14,psar,ichimoku_tenkan,ichimoku_kijun,ichimoku_senkou_a,ichimoku_senkou_b,ichimoku_chikou,pp,r1,s1,r2,s2,r3,s3,vwap,roc_12,willr_14,trix_15,donchian_upper,donchian_lower,donchian_mid
2023-01-11,1.1048518205750997,1.1058048125519397,1.1030842475943148,1.1033521585886932,6472.0,,1.101736519744975,,0.001114728614461269,0.0007330132661024197,0.0003817153483588492,77.9343049059372,,,,,,0.002544049110786614,15.005592040610741,2.2133040351650584,87.82739215686753,,15244.0,,1.1030295424364902,1.1028643230477728,,,,1.095089088533376,1.1040804062449825,1.1050765648956502,1.1023559999380252,1.1068009712026075,1.1013598412873575,1.1077971298532752,1.0996354349804003,1.1026201021425006,,,0.009086953496018069,,,
2023-01-12,1.1028251009324428,1.1046949547116676,1.102179606338471,1.1027605993512737,6189.0,,1.1018340511360512,,0.001053332409776564,0.0007970770948372486,0.00025625531493931534,72.51143494142413,,,,,,0.00254199905810161,13.945001237144286,4.598853274722366,85.15402444733766,,9055.0,,1.102179606338471,1.1036497351810723,,,,1.091824279251028,1.103211720133804,1.1042438339291372,1.1017284855559406,1.1057270685070006,1.1006963717606075,1.1067591823023337,1.099213137182744,1.1026753812727177,,,0.010050330623290193,,,
2023-01-13,1.1046939006498124,1.1054197325438582,1.1030618818692597,1.1040662864412583,3472.0,,1.1020466449746424,,0.0010973835567626988,0.0008571383872223387,0.0002402451695403601,76.41269113561407,,,,,,0.0025503657819932438,14.936348321793073,4.256354409966176,83.04631680760438,,12527.0,,1.102179606338471,1.1036497351810723,,,,1.0920093957390515,1.1041826336181253,1.105303385366991,1.1029455346923924,1.1065404842927238,1.1018247829435268,1.1076612360415894,1.100587684017794,1.1027504530732493,0.3995589142330003,,0.01095561096497999,,,
2023-01-14,1.1017721572434291,1.1035119600086403,1.1006584355447309,1.102293097150487,1707.0,,1.1020701166104372,,0.000977939770587577,0.0008812986638953863,9.664110669219063e-05,63.27835177940336,43.576137534669016,,,,,0.002611614718745683,13.544192414406647,10.433146372641499,78.04121867885584,,10820.0,60.16633694928799,1.1006584355447309,1.1035175913250619,,,,1.0909283180468248,1.1021544975679527,1.1036505595911745,1.1007970351272651,1.105008022031862,1.0993009731040433,1.106504084055084,1.0979435106633557,1.1027362084215249,0.20302474753757238,-56.423862465330984,0.011446781460788813,,,
2023-01-15,1.0995254937226775,1.100809913668254,1.098856343716173,1.0992184001546514,2804.0,,1.101798524567029,,0.000627938869835587,0.0008306267050834265,-0.00020268783524783954,47.90267043233739,4.8143220481698465,,,,,0.0026705531984291377,12.29918418854001,14.294118252224594,73.00267741192637,,8016.0,57.63467779158331,1.098856343716173,1.102616545410783,,,,1.0913572288746554,1.099628219179693,1.1004000946432129,1.0984465246911317,1.101581789131774,1.0976746492276117,1.102353664595294,1.0964929547390505,1.1026187899112299,-0.0776443750968081,-95.18567795183016,0.011071353159652908,,,
2023-01-16,1.0996767422305158,1.1014467696957786,1.0990152050305255,1.1004653648282465,7704.0,,1.1016715569728592,,0.0004460386068001476,0.0007537090854267708,-0.00030767047862662316,52.90102621538119,21.39540964491402,23.26195640925096,,,,0.0026534825889165618,13.208483569804125,13.35849950273029,67.8285340655848,,15720.0,57.69990968704796,1.098856343716173,1.102616545410783,,,,1.0927437583387527,1.1003091131848501,1.1016030213391748,1.0991714566739217,1.1027406778501032,1.097877548519597,1.1040345860044278,1.0967398920086686,1.1024015916604117,-0.11082650155849194,-78.60459035508597,0.010331424650922294,,,
2023-01-17,1.0993260008871777,1.0998379877740967,1.097575202798134,1.0976840517827278,4713.0,,1.1012917945737992,,7.656996851967968e-05,0.0006182812620453526,-0.0005417112935256729,42.99294969423725,1.2367032510870144,9.148811648056961,,,,0.0026703882632877,12.187373156395733,16.177565089719554,63.98844868187471,,11007.0,51.62874883869254,1.097575202798134,1.1019759749517635,,,,1.0923661285930815,1.0983657474516528,1.0991562921051716,1.096893507129209,1.1006285324276155,1.0961029624756902,1.1014190770811343,1.0946307221532463,1.1021820441950576,-0.39967826510917126,-98.76329674891299,0.008865496525767291,,,
2023-01-18,1.0993588063208393,1.1006340427471817,1.0981927345326117,1.098976949218622,6051.0,,1.1010713331114015,,-0.00011063523716758894,0.0004724979622027643,-0.0005831331993703532,47.87981211371265,15.9261417264242,12.852751540808413,,,,0.002690359884799573,13.346348654255449,14.910510205799305,59.81323885278655,,17058.0,51.14966904081045,1.097575202798134,1.1019759749517635,,,,1.0917440007793966,1.099267908832805,1.1003430831329983,1.0979017749184283,1.101709217047375,1.096826600618235,1.1027843913475683,1.0954604667038583,1.1019917991463244,-0.21332099161163187,-84.0738582735758,0.0071885333389865025,,,
2023-01-19,1.0985994547682216,1.0989664068740448,1.0973912700167896,1.0984044535114006,3475.0,,1.100817344578068,,-0.00030171435516623824,0.0003176554987289638,-0.000619369853895202,45.99942698500029,11.275789639440054,9.47954487231709,,,,0.0026114541217304964,12.767496892118253,16.455986486892368,56.442412007580096,,13583.0,46.96500355290476,1.0973912700167896,1.1015980412843647,,,,1.0903798144579981,1.0982540434674117,1.0991168169180339,1.0975416800607787,1.099829180324667,1.0966789066101565,1.100691953775289,1.0959665432035235,1.1018567295147175,-0.4865772531826851,-88.72421036055995,0.005326722221599134,,,
2023-01-20,1.096891595504585,1.098417313613908,1.0945890884225786,1.0973159670186559,4610.0,1.1013212641753982,1.1004838800486,1.1017928010987679,-0.0005348127079463083,0.00014716185739390938,-0.0006819745653402177,42.57575447247553,23.133335206361725,16.778422190741992,1.1013212641753982,1.1058958451276506,1.0967466832231458,0.002698366340987554,11.473675608736587,22.206051260324937,54.68695271068721,-155.79644339697037,8973.0,45.33472102624455,1.0945890884225786,1.1000044104832183,,,,1.0899876467042728,1.0967741230183807,1.0989591576141828,1.0951309324228535,1.10060234820971,1.0929458978270514,1.1027873828055121,1.0913027072315242,1.1016242186641116,-0.6761929730815464,-76.86666479363828,0.0032176122294780285,1.106376747105393,1.0945890884225786,1.1004829177639857
2023-01-21,1.0984242306691208,1.0991234800581864,1.097056146772623,1.09846785140435,5255.0,1.1012610343880507,1.1002918773205763,1.1019440951213153,-0.0006194566776993593,-6.161849624744363e-06,-0.000613294828074615,47.06576125102491,32.90528752267298,22.438137456158255,1.1012610343880507,1.1059511254055236,1.0965709433705777,0.002653292551314401,12.736169877035032,20.97019300864183,52.52564828051433,-100.81574926487458,14228.0,43.306888359160475,1.0945890884225786,1.1000044104832183,,,,1.088545513859431,1.0982158260783865,1.09937550538415,1.0973081720985867,1.10028315936395,1.0961484927928231,1.1014428386697135,1.0952408388130233,1.101455290616445,-0.5496747361031118,-67.09471247732702,0.0012315427492248787,1.106376747105393,1.0945890884225786,1.1004829177639857
2023-01-22,1.098512292542729,1.098330157716819,1.0960990895708165,1.098417357405738,8397.0,1.1011789170726245,1.1001133516144013,1.1020506868697313,-0.0006827418541450747,-0.00014147785052881043,-0.0005412640036162643,46.89267115181794,32.476924266061914,29.505182331698872,1.1011789170726245,1.1060057836977342,1.0963520504475148,0.0026329689286157666,11.917730586418589,22.21898229198269,50.92927773058338,-108.23041868752968,5831.0,33.275840568438156,1.0960990895708165,1.0990505242156094,,,,1.0911383944351007,1.0976155348977912,1.0991319802247659,1.0969009120787634,1.0998466030437937,1.0953844667517887,1.1013630483707684,1.094669843932761,1.101173512781448,-0.4949405449717448,-67.52307573393809,-0.0005981834253154794,1.106376747105393,1.0945890884225786,1.1004829177639857
2023-01-23,1.097380765462005,1.0997395024089154,1.096999468462141,1.0975603298293721,2735.0,1.1010533063337171,1.0998702066824937,1.1021440927484163,-0.0007929105955815086,-0.0002717643995393501,-0.0005211461960421585,43.9390326109211,25.206374622344615,30.196195470359836,1.1010533063337171,1.1061138944326223,1.095992718234812,0.0026406164299128164,14.846686373509918,20.57215995337055,48.44611847824488,-85.12011611166199,3096.0,40.66187237429518,1.0960990895708165,1.0980179290591785,,,,1.0914389312168495,1.0980997669001429,1.0992000653381448,1.0964600313913704,1.1008398008469173,1.0953597329533684,1.1019400992849193,1.093719997444596,1.1011017588126415,-0.5249302060304495,-74.79362537765539,-0.002395499889318309,1.106376747105393,1.0945890884225786,1.1004829177639857
2023-01-24,1.0964355311853593,1.0970936112732521,1.094934427174737,1.097086331485566,9258.0,1.1008233066459625,1.0996050757113578,1.1020619005013024,-0.0009080009521036381,-0.0003990117100522077,-0.0005089892420514304,42.35021267345136,22.265553558417594,26.649617482274707,1.1008233066459625,1.1061585843128865,1.0954880289790385,0.0026395654459644108,13.791697968388158,24.698478752777145,47.009719358893854,-115.66928572943876,-6162.0,34.631459048071605,1.094934427174737,1.0980179290591785,,,,1.089026956109887,1.0963714566445184,1.0978084861142998,1.0956493020157847,1.0985306407430335,1.0942122725460033,1.099967670212815,1.0934901179172696,1.1007553434487496,-0.5145511971542893,-77.7344464415824,-0.004173384990280304,1.106376747105393,1.0945890884225786,1.1004829177639857
2023-01-25,1.0953547174171872,1.0968912689899335,1.0942719567437134,1.0950725282263172,8979.0,1.100472489986077,1.0991734045223063,1.1019079603643545,-0.0011484691443945927,-0.0005489031969206847,-0.000599565947473908,36.33828775401705,7.1814458503320315,18.217791343698078,1.100472489986077,1.1063262804824032,1.0946186994897507,0.0026520518242421336,12.746280819116182,24.610575610015843,45.920407263469436,-123.66964447107323,-15141.0,33.5060549182752,1.0942719567437134,1.0974529997454474,,,,1.0884494736084462,1.0954119179866548,1.0965518792295963,1.0939325669833762,1.098031230232875,1.0927926057404347,1.0991711914758164,1.091313254737156,1.1004009883506,-0.8146031017694289,-92.81855414966797,-0.0062111193871006165,1.106376747105393,1.0942719567437134,1.1003243519245531
2023-01-26,1.0969985571392509,1.097948314073834,1.0946297630123458,1.0968128544353788,3428.0,1.1002468172367075,1.0989485902283131,1.1018051515847302,-0.00118495274111452,-0.0006761131057594519,-0.0005088396353550681,43.767513345482115,22.792866821311808,17.413288743353814,1.1002468172367075,1.1062962746803418,1.0941973597930732,0.0026996589126168495,14.423882289208223,22.449682208875394,44.19507306273566,-88.96791925889157,-11713.0,39.511456938088365,1.0942719567437134,1.0974529997454474,1.1003243519245531,,,1.089025762911034,1.0964636438405195,1.0982975246686932,1.094978973607205,1.0997821949020077,1.0931450927790314,1.1016160757301814,1.091660422545717,1.1003037636649846,-0.4971674710904983,-77.2071331786882,-0.008014678756940175,1.106376747105393,1.0942719567437134,1.1003243519245531
2023-01-27,1.0957603462252086,1.0967981382662417,1.0936648632630102,1.0949674122981428,8426.0,1.0998064292302794,1.0985694304254399,1.1014271760422134,-0.0013472477780838155,-0.0008103400402243246,-0.0005369077378594908,38.6206852658812,13.227746906321833,14.400686525988556,1.0998064292302794,1.1060437951975153,1.0935690632630435,0.002731682645456263,13.236590686742765,23.124791312690714,42.98072767457899,-109.70508760531875,-20139.0,32.502582342738464,1.0936648632630102,1.0967021828359629,1.1000208051842015,,,1.0871327812438238,1.0951434712757981,1.0966220792885861,1.0934888042853546,1.0982767462790297,1.0920101962725666,1.0997553542918177,1.090355529282123,1.1000084812990159,-0.38672822943198737,-86.77225309367816,-0.00989584294484036,1.106376747105393,1.0936648632630102,1.1000208051842015
2023-01-28,1.0943267791869182,1.096608082396366,1.0941301641929602,1.095882521104106,9533.0,1.0993612325156044,1.0983135342995984,1.1009104881486889,-0.0013860486256258575,-0.0009254817573046312,-0.00046056686832122626,42.24742292887924,28.497616365030183,21.506076697554608,1.0993612325156044,1.1053804693959133,1.0933419956352954,0.0027135566138812312,12.37322221921918,21.616456114455957,41.85312124271923,-94.52337297828451,-10606.0,40.68122549844937,1.0936648632630102,1.0967021828359629,1.1000208051842015,,,1.087661365719118,1.095540255897811,1.0969503476026616,1.0944724293992558,1.0980181741012167,1.093062337694405,1.0994282658060675,1.09199451119585,1.0997367980102257,-0.4164459755492289,-71.50238363496982,-0.011566717526723114,1.106376747105393,1.0936648632630102,1.1000208051842015
2023-01-29,1.0950584372192937,1.096095042692517,1.0936239844744478,1.0945519234432988,6249.0,1.0988618674641883,1.0979552856466175,1.1003697874813143,-0.0015067972668625362,-0.0010417448592162123,-0.0004650524076463239,38.669572490677936,11.862002376349942,17.862455215900653,1.0988618674641883,1.1047353095056365,1.0929884254227402,0.0026962352998946538,11.563231646438155,21.542343526115108,41.01670523225538,-106.76449739837305,-16855.0,39.11212484723231,1.0936239844744478,1.0966817434416816,1.1000003657899202,,,1.0891464260142247,1.0947569835367545,1.0958899825990613,1.0934189243809922,1.0972280417548237,1.0922859253186854,1.0983610408171305,1.090947866162923,1.0995459233980631,-0.2853396962761878,-88.13799762365005,-0.013238701678430775,1.106376747105393,1.0936239844744478,1.1000003657899202
2023-01-30,1.0952060897593003,1.0955282614074366,1.0924612994080973,1.0946427485148622,6291.0,1.0983999593096574,1.0976398059197836,1.0998477920245697,-0.0015769841194805956,-0.001148792711269089,-0.00042819140821150656,39.04901533083261,26.69176084770183,22.350459863027314,1.0983999593096574,1.1040714597253,1.0927284588940147,0.002722715778426415,10.632858263619834,22.859278573663904,40.69446526039296,-116.37933199432364,-10564.0,30.91692928367671,1.0924612994080973,1.0961004009085062,1.0994190232567451,,,1.0904875862697974,1.0942107697767989,1.0959602401455004,1.092893278146161,1.0972777317761382,1.0911438077774596,1.0990272021448397,1.0898263161468218,1.099347703113689,-0.3943850420922379,-73.30823915229817,-0.014797918211517658,1.1058048125519397,1.0924612994080973,1.0991330559800185
2023-01-31,1.0931150372024943,1.0946937026697867,1.092007957400558,1.0938066918341118,3817.0,1.0979226859719282,1.0972747474354339,1.0993306993944016,-0.0016806964700588622,-0.0012551734630270438,-0.0004255230070318184,36.792470446783,20.852267990345762,19.802010404799177,1.0979226859719282,1.1034516572405761,1.0923937147032803,0.002720075027769444,9.882953823265499,22.43754654764833,40.562293051206744,-126.98261038343684,-14381.0,31.243833193785363,1.092007957400558,1.0958737299047367,1.0991923522529754,,,1.0904596678439127,1.093502783968152,1.094997610535746,1.0923118652665171,1.0961885292373807,1.090817038698923,1.0976833558049748,1.0896261199972883,1.0992188482706504,-0.4185854912177933,-79.14773200965423,-0.016334407931217765,1.1054197325438582,1.092007957400558,1.098713844972208
2023-02-01,1.0957420551578538,1.0965991615148034,1.0936586243307487,1.096069343740259,4874.0,1.0975881231913776,1.0971599470835125,1.0988380826172686,-0.0015623029007045819,-0.0013165993505625515,-0.00024570355014203035,45.90354145781688,52.5300743294001,33.35803438914923,1.0975881231913776,1.102699648265692,1.0924765981170632,0.0027358223246469653,14.099097796851199,20.714939904772216,39.022370327280626,-64.13663516813146,-9507.0,30.27886673990878,1.092007957400558,1.094978135737196,1.0991923522529754,,,1.0898682485967772,1.0954423765286039,1.097226128726459,1.0942855915424043,1.0983829137126586,1.0925018393445491,1.1001666659105138,1.0913450543583496,1.0991154495499205,-0.11360659243697668,-47.4699256705999,-0.017356346663521816,1.1054197325438582,1.092007957400558,1.098713844972208
2023-02-02,1.0964236440671868,1.0971014451561263,1.0949062216367824,1.0947559274360719,5211.0,1.0971226052411183,1.0969309928313753,1.0981767796458266,-0.0015565143347273658,-0.0013645823473955145,-0.00019193198733185126,42.10911556150029,35.54231440861464,36.3082189094535,1.0971226052411183,1.1014204893110002,1.0928247211712363,0.002697208124268173,14.609617568167405,19.510680823698227,37.26106310040254,-53.16257225488729,-14718.0,35.66196253128135,1.0936586243307487,1.094978135737196,1.0991923522529754,,,1.0902305869310482,1.0955878647429935,1.0962695078492046,1.0940742843298608,1.0977830882623374,1.0933926412236497,1.0984647313685485,1.0918790608105169,1.0990151240260926,-0.33791830717053717,-64.45768559138536,-0.018189092139631047,1.1035119600086403,1.092007957400558,1.0977599587045992
2023-02-03,1.0936028485002263,1.0961635183372112,1.0929386553302491,1.0936556607110357,1661.0,1.0966907334191458,1.096619056438962,1.0976432211952227,-0.0016220116433267595,-0.0014160682065817636,-0.00020594343674499595,39.18684488599876,21.31143657181986,36.461275103278204,1.0966907334191458,1.1005355868563595,1.092845879981932,0.002734897758746304,13.379119355867486,23.006172105810883,36.489461346161185,-96.80572834700318,-16379.0,36.91499266805127,1.0929386553302491,1.094978135737196,1.0991923522529754,,,1.0905717056846667,1.0942526114594986,1.095566567588748,1.092341704581786,1.0974774744664606,1.0910277484525366,1.09879143059571,1.089116841574824,1.0989723382522247,-0.4335052302841147,-78.68856342818015,-0.019019410515952462,1.1014467696957786,1.092007957400558,1.0967273635481682
2023-02-04,1.0957523419896515,1.0970448700207465,1.0934499907699262,1.094851707923178,4374.0,1.096472398807572,1.0964507375326968,1.0973816972574058,-0.0015594315617073473,-0.0014447408776068803,-0.000114690684100467,43.75619116232732,36.7811416676256,31.211630882686695,1.096472398807572,1.100212826734029,1.092731970881115,0.002796325008180157,14.401860930453244,20.89359295531765,35.19682442097852,-56.93932997278997,-12005.0,36.23628262048473,1.0929386553302491,1.094554701278342,1.0991923522529754,,,1.0899334147630193,1.095115522904617,1.0967810550393078,1.0931861757884875,1.0987104021554372,1.0915206436537968,1.100375934290128,1.0895912965376673,1.0988832036162963,-0.24678569665642636,-63.2188583323744,-0.019563085393381474,1.1014467696957786,1.092007957400558,1.0967273635481682
2023-02-05,1.093731355819932,1.0958210850193786,1.0933648082059382,1.0934557471654132,1207.0,1.0961219179244304,1.0961655003548603,1.0969680356475187,-0.0016039889763090898,-0.0014765904973473222,-0.00012739847896176752,39.980358099765986,18.725749682505437,25.606109307316967,1.0961219179244304,1.0996048384766115,1.0926389973722492,0.002772035851413032,13.49033496774059,19.790685360088204,34.034962742841515,-89.62594340254427,-13212.0,39.67131980780343,1.0933648082059382,1.094554701278342,1.0989063849762488,,,1.0897979633272308,1.0942138801302435,1.0950629520545487,1.0926066752411083,1.0966701569436839,1.091757603316803,1.0975192288679891,1.090150398427668,1.098853614008343,-0.33092968310310944,-81.27425031749456,-0.020101322372700903,1.1006340427471817,1.092007957400558,1.09632100007387
2023-02-06,1.0951943137909446,1.0949823305547646,1.0937457769991414,1.095089088533376,3665.0,1.0959921697619628,1.0960629849432904,1.0968069040264932,-0.0014903245170705404,-0.001479337301291966,-1.0987215778574325e-05,45.86646441279436,51.86778003885107,35.7915571296607,1.0959921697619628,1.099425636246743,1.0925587032771826,0.0026830749612657737,12.94208019141528,18.98638081158247,32.956091184571434,-65.88878644678934,-9547.0,40.392966818710306,1.0933648082059382,1.094554701278342,1.098713844972208,,,1.0899248499547276,1.094605732029094,1.0954656870590467,1.0942291335034235,1.0958422855847172,1.093369178473471,1.0967022406146698,1.0929925799478004,1.0987734190520297,0.0015122566434655482,-48.13221996114893,-0.020283498132056543,1.1006340427471817,1.092007957400558,1.09632100007387
2023-02-07,1.0933279677666425,1.0936274817333658,1.0907741703023768,1.091824279251028,3493.0,1.095634536263583,1.0956592986868845,1.0964885789831562,-0.001644728037147214,-0.0015124154484630159,-0.00013231258868419806,37.871557576565266,14.637411544902886,28.410313755419796,1.095634536263583,1.0992358646027804,1.0920332079243857,0.002799635194818159,11.517302270646159,24.477810280940687,33.17396320305548,-183.8148717760811,-13040.0,43.67527236587711,1.0907741703023768,1.0939378077292514,1.0980969514231176,,,1.0868335625859997,1.0920753104289236,1.0933764505554704,1.0905231391244814,1.0949286218599126,1.0892219989979346,1.0962297619864594,1.0876698276934924,1.0986550313225785,-0.45482464617164764,-85.36258845509711,-0.020760074333747713,1.0997395024089154,1.0907741703023768,1.095256836355646
2023-02-08,1.0919461982056402,1.0916440033674384,1.0896959555576435,1.0920093957390515,7813.0,1.0953147833749655,1.095311688882329,1.096194324684448,-0.0017321889893062714,-0.0015563701566316671,-0.0001758188326746043,38.52586603060285,28.033684877713725,31.51295882048923,1.0953147833749655,1.0990099746582633,1.0916195920916676,0.0027516843732871797,10.881002463453521,25.92432094056207,33.72387085076776,-206.53242275187506,-5227.0,44.42210882068884,1.0896959555576435,1.093398700356885,1.096603957783142,,,1.0892999330178141,1.0911164515547112,1.0925369475517788,1.090588899741984,1.093064499364506,1.0891684037449163,1.0944849953615736,1.088640851932189,1.098368333452523,-0.27014653823193013,-71.96631512228628,-0.02134036231934422,1.0997395024089154,1.0896959555576435,1.0947177289832795
2023-02-09,1.0912029548965974,1.092578819786768,1.089491783298145,1.0909283180468248,1632.0,1.094995400926374,1.0948942249932334,1.0959733183899452,-0.0018672122977645422,-0.0016185385848582422,-0.0002486737129063,36.13261659362809,18.877773749868858,20.516290057495155,1.094995400926374,1.0990319448003,1.090958857052448,0.0027756380958111723,12.422259135873537,23.864837629909342,33.56741319864021,-178.57343218811317,-6859.0,40.565666811949995,1.089491783298145,1.0932966142271356,1.0954692764969618,,,1.0900794608712847,1.090999640377246,1.092507497456347,1.0894204609677238,1.094086676865869,1.0879126038886229,1.09559453394497,1.0863334244791008,1.0983102581686885,-0.4520742836823355,-81.12222625013115,-0.02211612904533533,1.0997395024089154,1.089491783298145,1.09461564285353
2023-02-10,1.0927170783452564,1.093155288795338,1.0912833344783384,1.0913572288746554,4083.0,1.0946398697998894,1.0945573682200356,1.0956087487133297,-0.001917505908749284,-0.0016783320496364506,-0.00023917385911283347,37.78394263331134,24.514171737523583,23.808543455035387,1.0946398697998894,1.0986428379023998,1.090636901697379,0.0027364475710041736,13.20489252024101,22.477577741709464,33.025931426821685,-122.06378932687876,-2776.0,49.71047714816122,1.089491783298145,1.0932966142271356,1.0954692764969618,,,1.0897273307709388,1.0919319507161107,1.092580566953883,1.0907086126368835,1.0938039050331103,1.090059996399111,1.0944525212708827,1.0888366583198839,1.0981869234019834,-0.29187236349585977,-75.48582826247642,-0.022870497343630003,1.0997395024089154,1.089491783298145,1.09461564285353
2023-02-11,1.092853460121538,1.0939959175986054,1.090471460356678,1.0927437583387527,4719.0,1.0943561898465402,1.094384643469437,1.095221970850549,-0.0018244514768150921,-0.001707555935072179,-0.00011689554174291322,42.92167743352493,42.734816622592945,28.70892070332846,1.0943561898465402,1.098039533650495,1.0906728460425854,0.0027927339760701105,14.164597280021841,20.451369160759022,31.964184908465086,-89.71838495072257,1943.0,45.59463317055407,1.090471460356678,1.0932683266594458,1.0950629130226632,,,1.091304148151282,1.0924037120980121,1.0943359638393462,1.0908115065974189,1.0959281693399394,1.0888792548560848,1.0978604210812735,1.0872870493554916,1.0980605019683467,-0.17348035956807895,-57.265183377407055,-0.023287116589376655,1.0997395024089154,1.089491783298145,1.09461564285353
